instruction,input,output
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Ali, I was born on 15-01-1974, and my place of birth is Siliguri  at 4:2, and my zodiac sign is aquarius.","Rahu in 11th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Amarnath, I was born on 22-10-1988, and my place of birth is Navsari at 20:35, and my zodiac sign is cancer.","Mars in 1st House so you should invest in startups and in government projects. Some stocks in this field are Stockal, Smallcase, Trade Brains, CapitalVia, Gill Broking, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Lavanya, I was born on 09-04-1967, and my place of birth is Beawar  at 5:46, and my zodiac sign is scorpio.","Sun in 11th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Arshad, I was born on 10-04-1983, and my place of birth is Kolhapur at 7:9, and my zodiac sign is pisces.","Jupiter retrograding, so you should not invest in IT and technology stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Tejas, I was born on 22-01-1963, and my place of birth is Gangapur City  at 7:6, and my zodiac sign is aries.","Saturn in 6th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Chandan, I was born on 29-08-1947, and my place of birth is Maheshtala  at 16:31, and my zodiac sign is leo.","Mars in 4th House so you should invest in real estate stocks. Some stocks in this field are Oberoi Realty, Phoenix Mills, DLF, Godrej Properties, Sunteck Realty, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Japan, I was born on 26-04-1952, and my place of birth is Achalpur  at 23:52, and my zodiac sign is sagittarius.","Mars in 6th House so you should invest in healthcare or pharma stocks. Some stocks in this field are Dr. Lal Path Labs, Apollo Hospitals, Fortis Healthcare, Divi's Laboratories, Cipla, Mankind Pharma, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Gayanthika, I was born on 01-02-1985, and my place of birth is Bahraich  at 19:56, and my zodiac sign is taurus.","Moon in 11th House so you should invest in IT and technology stocks. Some stocks in this field are MapmyIndia, Coforge, Infosys, Affle (India) Limited, Newgen Software, HCLTech, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Abdul, I was born on 05-10-1946, and my place of birth is Bhopal at 18:52, and my zodiac sign is virgo.","Moon in 9th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Amberlie, I was born on 22-11-1998, and my place of birth is Lucknow at 19:58, and my zodiac sign is capricorn.","Mercury in 2nd House so you should invest in Retail stocks. Some stocks in this field are V2 Retail, V-Mart Retail, Sai Silks (Kalamandir) Ltd, Spencer's Retail etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Jaganath, I was born on 20-08-1969, and my place of birth is Rajahmundry at 2:47, and my zodiac sign is gemini.","Jupiter retrograding, so you should not invest in IT and technology stocks."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Ijay, I was born on 23-07-1956, and my place of birth is Ratlam at 22:45, and my zodiac sign is libra.","Sun in 7th House so you should invest in startups and in government projects. Some stocks in this field are Stockal, Smallcase, Trade Brains, CapitalVia, Gill Broking, etc."
"you have to provide investment advice on the basis of which planet is present in which house for following  person, tell them in which sector they should invest and provide some sample stocks.","My name is Bhanu, I was born on 14-10-1961, and my place of birth is Dallo Pura  at 14:6, and my zodiac sign is aquarius.","Rahu in 9th House so you should invest in educational stocks. Some stocks in this field are Veranda Learning, CL Educate, Zee Learn, Global Education, MT Educare, etc."
